代码,名称,market
sh688015,交控科技,A
sh688016,心脉医疗,A
sh688017,绿的谐波,A
sh688018,乐鑫科技,A
sh688019,安集科技,A
sh688020,方邦股份,A
sh688021,奥福科技,A
sh688022,ST瀚川,A
sh688023,安恒信息,A
sh688025,杰普特,A
sh688026,洁特生物,A
sh688027,国盾量子,A
sh688028,沃尔德,A
sh688029,南微医学,A
sh688030,山石网科,A
sh688031,星环科技,A
sh688032,禾迈股份,A
sh688033,*ST天宜,A
sh688035,德邦科技,A
sh688036,传音控股,A
sh688037,芯源微,A
sh688038,中科通达,A
sh688039,当虹科技,A
sh688041,海光信息,A
sh688045,必易微,A
sh688046,药康生物,A
sh688047,龙芯中科,A
sh688048,长光华芯,A
sh688049,炬芯科技,A
sh688050,爱博医疗,A
sh688051,佳华科技,A
sh688052,纳芯微,A
sh688053,ST思科瑞,A
sh688055,龙腾光电,A
sh688056,XD莱伯泰,A
sh688057,金达莱,A
sh688058,宝兰德,A
sh688059,华锐精密,A
sh688060,云涌科技,A
sh688061,灿瑞科技,A
sh688062,迈威生物,A
sh688063,派能科技,A
sh688065,凯赛生物,A
sh688066,*ST航图,A
sh688067,爱威科技,A
sh688068,热景生物,A
sh688069,德林海,A
sh688070,纵横股份,A
sh688071,华依科技,A
sh688072,拓荆科技,A
sh688073,毕得医药,A
sh688075,安旭生物,A
sh688076,ST诺泰,A
sh688077,大地熊,A
sh688078,龙软科技,A
sh688079,美迪凯,A
sh688080,XD映翰通,A
sh688081,兴图新科,A
sh688082,盛美上海,A
sh688083,中望软件,A
sh688084,晶品特装,A
sh688085,三友医疗,A
sh688087,英科再生,A
sh688088,虹软科技,A
sh688089,嘉必优,A
sh688090,瑞松科技,A
sh688091,上海谊众,A
sh688092,爱科科技,A
sh688093,世华科技,A
sh688095,福昕软件,A
sh688096,京源环保,A
sh688097,博众精工,A
sh688098,申联生物,A
sh688099,晶晨股份,A
sh688100,威胜信息,A
sh688101,三达膜,A
sh688102,斯瑞新材,A
sh688103,国力电子,A
sh688105,诺唯赞,A
sh688106,金宏气体,A
sh688107,安路科技,A
sh688108,赛诺医疗,A
sh688109,品茗科技,A
sh688110,东芯股份,A
sh688111,金山办公,A
sh688112,鼎阳科技,A
sh688113,联测科技,A
sh688114,华大智造,A
sh688115,思林杰,A
sh688116,天奈科技,A
sh688117,圣诺生物,A
sh688118,普元信息,A
sh688119,中钢洛耐,A
sh688120,华海清科,A
sh688121,卓然股份,A
sh688122,西部超导,A
sh688123,聚辰股份,A
sh688125,安达智能,A
sh688126,沪硅产业,A
sh688127,蓝特光学,A
sh688128,中国电研,A
sh688129,东来技术,A
sh688130,晶华微,A
sh688131,皓元医药,A
sh688132,邦彦技术,A
sh688133,泰坦科技,A
sh688135,利扬芯片,A
sh688136,XD科兴制,A
sh688137,近岸蛋白,A
sh688138,清溢光电,A
sh688139,海尔生物,A
sh688141,杰华特,A
sh688143,长盈通,A
sh688146,中船特气,A
sh688147,微导纳米,A
sh688148,芳源股份,A
sh688150,莱特光电,A
sh688151,华强科技,A
sh688152,麒麟信安,A
sh688153,唯捷创芯,A
sh688155,先惠技术,A
sh688156,路德科技,A
sh688157,松井股份,A
sh688158,优刻得,A
sh688159,有方科技,A
sh688160,步科股份,A
sh688161,威高骨科,A
sh688162,巨一科技,A
sh688163,赛伦生物,A
sh688165,埃夫特,A
sh688166,博瑞医药,A
sh688167,炬光科技,A
sh688168,安博通,A
sh688169,石头科技,A
sh688170,德龙激光,A
sh688171,纬德信息,A
sh688172,燕东微,A
sh688173,希荻微,A
sh688175,高凌信息,A
sh688176,亚虹医药,A
sh688177,百奥泰,A
sh688178,万德斯,A
sh688179,阿拉丁,A
sh688180,君实生物,A
sh688181,八亿时空,A
sh688182,灿勤科技,A
sh688183,生益电子,A
sh688184,ST帕瓦,A
sh688185,康希诺,A
sh688186,广大特材,A
sh688187,时代电气,A
sh688188,柏楚电子,A
sh688189,ST南新,A
sh688190,云路股份,A
sh688191,智洋创新,A
sh688192,迪哲医药,A
sh688193,仁度生物,A
sh688195,腾景科技,A
sh688196,卓越新能,A
sh688197,首药控股,A
sh688198,佰仁医疗,A
sh688199,久日新材,A
sh688200,华峰测控,A
sh688201,ST信安,A
sh688202,美迪西,A
sh688203,海正生材,A
sh688205,德科立,A
sh688206,概伦电子,A
sh688207,格灵深瞳,A
sh688208,道通科技,A
sh688209,英集芯,A
sh688210,统联精密,A
sh688211,中科微至,A
sh688212,澳华内镜,A
sh688213,思特威,A
sh688215,瑞晟智能,A
sh688216,气派科技,A
sh688217,睿昂基因,A
sh688218,江苏北人,A
sh688219,会通股份,A
sh688220,翱捷科技,A
sh688221,前沿生物,A
sh688222,成都先导,A
sh688223,晶科能源,A
sh688225,亚信安全,A
sh688226,威腾电气,A
sh688227,品高股份,A
sh688228,开普云,A
sh688229,博睿数据,A
sh688230,芯导科技,A
sh688231,隆达股份,A
sh688232,新点软件,A
sh688233,神工股份,A
sh688234,天岳先进,A
sh688235,百济神州,A
sh688236,春立医疗,A
sh688237,超卓航科,A
sh688238,和元生物,A
sh688239,航宇科技,A
sh688244,永信至诚,A
sh688246,嘉和美康,A
sh688247,宣泰医药,A
sh688248,南网科技,A
sh688249,晶合集成,A
sh688251,井松智能,A
sh688252,天德钰,A
sh688253,英诺特,A
sh688255,凯尔达,A
sh688256,寒武纪,A
sh688257,新锐股份,A
sh688258,卓易信息,A
sh688259,创耀科技,A
sh688260,昀冢科技,A
sh688261,东微半导,A
sh688262,国芯科技,A
sh688265,南模生物,A
sh688266,泽璟制药,A
sh688267,中触媒,A
sh688268,华特气体,A
sh688269,凯立新材,A
sh688270,ST臻镭,A
sh688271,联影医疗,A
sh688272,富吉瑞,A
sh688273,麦澜德,A
sh688275,万润新能,A
sh688276,百克生物,A
sh688277,天智航,A
sh688278,特宝生物,A
sh688279,峰岹科技,A
sh688280,精进电动,A
sh688281,华秦科技,A
sh688282,理工导航,A
sh688283,坤恒顺维,A
sh688285,高铁电气,A
sh688286,敏芯股份,A
sh688288,鸿泉技术,A
sh688289,圣湘生物,A
sh688290,景业智能,A
sh688291,金橙子,A
sh688292,浩瀚深度,A
sh688293,奥浦迈,A
sh688295,中复神鹰,A
sh688296,和达科技,A
sh688297,中无人机,A
sh688298,东方生物,A
sh688299,长阳科技,A
sh688300,联瑞新材,A
sh688301,奕瑞科技,A
sh688302,海创药业,A
sh688303,大全能源,A
sh688305,科德数控,A
sh688306,均普智能,A
sh688307,中润光学,A
sh688308,欧科亿,A
sh688309,恒誉环保,A
sh688310,迈得医疗,A
sh688311,盟升电子,A
sh688312,燕麦科技,A
sh688313,仕佳光子,A
sh688314,康拓医疗,A
sh688315,诺禾致源,A
sh688316,青云科技,A
sh688317,之江生物,A
sh688318,财富趋势,A
sh688319,欧林生物,A
sh688320,禾川科技,A
sh688321,微芯生物,A
sh688322,奥比中光,A
sh688323,瑞华泰,A
sh688325,赛微微电,A
sh688326,经纬恒润,A
sh688327,云从科技,A
sh688328,深科达,A
sh688329,艾隆科技,A
sh688330,宏力达,A
sh688331,荣昌生物,A
sh688332,中科蓝讯,A
sh688333,铂力特,A
sh688334,西高院,A
sh688335,复洁科技,A
sh688336,三生国健,A
sh688337,普源精电,A
sh688338,赛科希德,A
sh688339,亿华通,A
sh688343,云天励飞,A
sh688345,博力威,A
sh688347,华虹宏力,A
sh688348,昱能科技,A
sh688349,三一重能,A
sh688350,富淼科技,A
sh688351,微电生理,A
sh688352,颀中科技,A
sh688353,华盛锂电,A
sh688355,明志科技,A
sh688356,键凯科技,A
sh688357,XD建龙微,A
sh688358,祥生医疗,A
sh688359,三孚新科,A
sh688360,德马科技,A
sh688361,中科飞测,A
sh688362,甬矽电子,A
sh688363,华熙生物,A
sh688365,光云科技,A
sh688366,昊海生科,A
sh688367,工大高科,A
sh688368,晶丰明源,A
sh688369,致远互联,A
sh688370,丛麟科技,A
sh688371,菲沃泰,A
sh688372,伟测科技,A
sh688373,盟科药业,A
sh688375,国博电子,A
sh688376,美埃科技,A
sh688377,迪威尔,A
sh688378,奥来德,A
sh688379,华光新材,A
sh688380,中微半导,A
sh688381,帝奥微,A
sh688382,益方生物,A
sh688383,新益昌,A
sh688385,复旦微电,A
sh688386,泛亚微透,A
sh688387,信科移动,A
sh688388,嘉元科技,A
sh688389,普门科技,A
sh688390,固德威,A
sh688391,钜泉科技,A
sh688392,骄成超声,A
sh688393,安必平,A
sh688395,正弦电气,A
sh688396,华润微,A
sh688398,赛特新材,A
sh688399,硕世生物,A
sh688400,凌云光,A
sh688401,路维光电,A
sh688403,汇成股份,A
sh688408,中信博,A
sh688409,富创精密,A
sh688410,山外山,A
sh688411,海博思创,A
sh688416,恒烁股份,A
sh688418,震有科技,A
sh688419,耐科装备,A
sh688420,美腾科技,A
sh688425,铁建重工,A
sh688426,康为世纪,A
sh688428,诺诚健华,A
sh688429,时创能源,A
sh688432,有研硅,A
sh688433,华曙高科,A
sh688435,英方软件,A
sh688439,振华风光,A
sh688443,智翔金泰,A
sh688448,磁谷科技,A
sh688449,联芸科技,A
sh688450,光格科技,A
sh688455,科捷智能,A
sh688456,有研粉材,A
sh688458,美芯晟,A
sh688459,哈铁科技,A
sh688466,金科环境,A
sh688468,科美诊断,A
sh688469,芯联集成,A
sh688472,阿特斯,A
sh688475,萤石网络,A
sh688478,晶升股份,A
sh688479,友车科技,A
sh688480,赛恩斯,A
sh688484,南芯科技,A
sh688485,九州一轨,A
sh688486,DR龙迅股,A
sh688488,艾迪药业,A
sh688489,三未信安,A
sh688496,*ST清越,A
sh688498,源杰科技,A
sh688499,利元亨,A
sh688500,慧辰股份,A
sh688501,青达环保,A
sh688502,茂莱光学,A
sh688503,聚和材料,A
sh688505,复旦张江,A
sh688506,百利天恒,A
sh688507,索辰科技,A
sh688508,芯朋微,A
sh688509,正元地信,A
sh688510,航亚科技,A
sh688511,天微电子,A
sh688512,慧智微,A
sh688513,苑东生物,A
sh688515,裕太微,A
sh688516,XD奥特维,A
sh688517,金冠电气,A
sh688518,联赢激光,A
sh688519,南亚新材,A
sh688520,神州细胞,A
sh688521,芯原股份,A
sh688522,纳睿雷达,A
sh688523,航天环宇,A
sh688525,佰维存储,A
sh688526,科前生物,A
sh688528,秦川物联,A
sh688529,豪森智能,A
sh688530,欧莱新材,A
sh688531,日联科技,A
sh688533,上声电子,A
sh688535,华海诚科,A
sh688536,思瑞浦,A
sh688538,和辉光电,A
sh688539,高华科技,A
sh688543,国科军工,A
sh688545,兴福电子,A
sh688548,广钢气体,A
sh688549,中巨芯,A
sh688550,瑞联新材,A
sh688551,科威尔,A
sh688552,航天南湖,A
sh688553,汇宇制药,A
sh688556,高测股份,A
sh688557,兰剑智能,A
sh688558,国盛智科,A
sh688559,海目星,A
sh688560,明冠新材,A
sh688561,奇安信,A
sh688562,航天软件,A
sh688563,航材股份,A
sh688565,力源科技,A
sh688566,吉贝尔,A
sh688567,孚能科技,A
sh688568,中科星图,A
sh688569,铁科轨道,A
sh688570,天玛智控,A
sh688571,杭华股份,A
sh688573,信宇人,A
sh688575,亚辉龙,A
sh688576,西山科技,A
sh688577,浙海德曼,A
sh688578,艾力斯,A
sh688579,地纬智能,A
sh688580,伟思医疗,A
sh688581,安杰思,A
sh688582,芯动联科,A
sh688583,思看科技,A
sh688584,上海合晶,A
sh688585,上纬新材,A
sh688586,江航装备,A
sh688588,凌志软件,A
sh688589,力合微,A
sh688590,新致软件,A
sh688591,泰凌微,A
sh688592,司南导航,A
sh688593,新相微,A
sh688595,芯海科技,A
sh688596,正帆科技,A
sh688597,煜邦电力,A
sh688598,金博股份,A
sh688599,天合光能,A
sh688600,皖仪科技,A
sh688601,力芯微,A
sh688602,康鹏科技,A
sh688603,天承科技,A
sh688605,先锋精科,A
sh688606,奥泰生物,A
sh688607,康众医疗,A
sh688608,恒玄科技,A
sh688609,九联科技,A
sh688610,埃科光电,A
sh688611,杭州柯林,A
sh688612,威迈斯,A
sh688613,奥精医疗,A
sh688615,合合信息,A
sh688616,西力科技,A
sh688617,惠泰医疗,A
sh688618,三旺通信,A
sh688619,罗普特,A
sh688620,安凯微,A
sh688621,阳光诺和,A
sh688622,*ST禾信,A
sh688623,双元科技,A
sh688625,呈和科技,A
sh688626,翔宇医疗,A
sh688627,精智达,A
sh688628,优利德,A
sh688629,华丰科技,A
sh688630,芯碁微装,A
sh688631,莱斯信息,A
sh688633,星球石墨,A
sh688635,长进光子,A
sh688636,智明达,A
sh688638,誉辰智能,A
sh688639,华恒生物,A
sh688646,ST逸飞,A
sh688648,中邮科技,A
sh688651,盛邦安全,A
sh688652,京仪装备,A
sh688653,康希通信,A
sh688655,迅捷兴,A
sh688656,浩欧博,A
sh688657,浩辰软件,A
sh688658,悦康药业,A
sh688659,元琛科技,A
sh688660,电气风电,A
sh688661,和林微纳,A
sh688662,DR富信科,A
sh688663,新风光,A
sh688665,四方光电,A
sh688667,菱电电控,A
sh688668,鼎通科技,A
sh688669,聚石化学,A
sh688670,金迪克,A
sh688671,碧兴物联,A
sh688676,金盘科技,A
sh688677,海泰新光,A
sh688678,福立旺,A
sh688679,通源环境,A
sh688680,海优新材,A
sh688681,科汇股份,A
sh688682,霍莱沃,A
sh688683,莱尔科技,A
sh688685,迈信林,A
sh688686,奥普特,A
sh688687,凯因科技,A
sh688689,银河微电,A
sh688690,纳微科技,A
sh688691,灿芯股份,A
sh688692,达梦数据,A
sh688693,锴威特,A
sh688695,中创股份,A
sh688696,极米科技,A
sh688697,DR纽威数,A
sh688698,伟创电气,A
sh688699,明微电子,A
sh688700,东威科技,A
sh688701,卓锦股份,A
sh688702,盛科通信,A
sh688707,振华新材,A
sh688708,佳驰科技,A
sh688709,成都华微,A
sh688710,益诺思,A
sh688711,宏微科技,A
sh688712,北芯生命,A
sh688716,中研股份,A
sh688717,艾罗能源,A
sh688718,唯赛勃,A
sh688719,爱科赛博,A
sh688720,DR艾森股,A
sh688721,龙图光罩,A
sh688722,同益中,A
sh688726,拉普拉斯,A
sh688727,恒坤新材,A
sh688728,格科微,A
sh688729,屹唐股份,A
sh688733,壹石通,A
sh688737,中自科技,A
sh688739,成大生物,A
sh688750,金天钛业,A
sh688755,汉邦科技,A
sh688757,胜科纳米,A
sh688758,赛分科技,A
sh688759,必贝特,A
sh688765,禾元生物,A
sh688766,普冉股份,A
sh688767,博拓生物,A
sh688768,容知日新,A
sh688772,珠海冠宇,A
sh688775,影石创新,A
sh688776,国光电气,A
sh688777,中控技术,A
sh688778,厦钨新能,A
sh688779,五矿新能,A
sh688781,视涯科技,A
sh688783,西安奕材,A
sh688785,恒运昌,A
sh688786,悦安新材,A
sh688787,海天瑞声,A
sh688788,科思科技,A
sh688789,宏华数科,A
sh688790,昂瑞微,A
sh688793,倍轻松,A
sh688795,摩尔线程,A
sh688796,百奥赛图,A
sh688798,艾为电子,A
sh688799,华纳药厂,A
sh688800,瑞可达,A
sh688802,沐曦股份,A
sh688805,健信超导,A
sh688807,优迅股份,A
sh688808,联讯仪器,A
sh688809,强一股份,A
sh688811,有研复材,A
sh688813,泰金新能,A
sh688816,易思维,A
sh688818,电科蓝天,A
sh688819,天能股份,A
sh688820,盛合晶微,A
sh688981,中芯国际,A
sz000001,平安银行,A
sz000002,万 科Ａ,A
sz000004,*ST国华,A
sz000006,深振业Ａ,A
sz000007,全新好,A
sz000008,神州高铁,A
sz000009,中国宝安,A
sz000010,*ST美丽,A
sz000011,深物业A,A
sz000012,南 玻Ａ,A
sz000014,沙河股份,A
sz000016,*ST康佳A,A
sz000017,深中华A,A
sz000019,深粮控股,A
sz000020,深华发Ａ,A
sz000021,深科技,A
sz000025,特 力Ａ,A
sz000026,飞亚达,A
sz000027,深圳能源,A
sz000028,国药一致,A
sz000029,深深房Ａ,A
sz000030,富奥股份,A
sz000031,大悦城,A
sz000032,深桑达Ａ,A
sz000034,神州数码,A
sz000035,中国天楹,A
sz000036,华联控股,A
sz000037,深南电A,A
sz000039,中集集团,A
sz000042,中洲控股,A
sz000045,深纺织Ａ,A
sz000048,京基智农,A
sz000049,德赛电池,A
sz000050,深天马Ａ,A
sz000055,方大集团,A
sz000056,*ST皇庭,A
sz000058,深 赛 格,A
sz000059,华锦股份,A
sz000060,中金岭南,A
sz000061,农 产 品,A
sz000062,深圳华强,A
sz000063,中兴通讯,A
sz000065,北方国际,A
sz000066,中国长城,A
sz000068,华控赛格,A
sz000069,华侨城Ａ,A
sz000070,特发信息,A
sz000078,ST海王,A
sz000088,盐 田 港,A
sz000089,深圳机场,A
sz000090,天健集团,A
sz000096,广聚能源,A
sz000099,中信海直,A
sz000100,TCL科技,A
sz000151,中成股份,A
sz000153,丰原药业,A
sz000155,川能动力,A
sz000156,华数传媒,A
sz000157,中联重科,A
sz000158,常山北明,A
sz000159,国际实业,A
sz000166,申万宏源,A
sz000301,东方盛虹,A
sz000333,美的集团,A
sz000338,潍柴动力,A
sz000400,许继电气,A
sz000401,金隅冀东,A
sz000402,金 融 街,A
sz000403,派林生物,A
sz000404,长虹华意,A
sz000407,胜利股份,A
sz000408,藏格矿业,A
sz000409,云鼎科技,A
sz000410,沈阳机床,A
sz000411,英特集团,A
sz000415,渤海租赁,A
sz000417,合百集团,A
sz000419,通程控股,A
sz000420,吉林化纤,A
sz000421,南京公用,A
sz000422,湖北宜化,A
sz000423,东阿阿胶,A
sz000425,徐工机械,A
sz000426,兴业银锡,A
sz000428,华天酒店,A
sz000429,粤高速Ａ,A
sz000430,张家界,A
sz000488,ST晨鸣,A
sz000498,山东路桥,A
sz000501,武商集团,A
sz000503,国新健康,A
sz000504,南华生物,A
sz000505,京粮控股,A
sz000506,招金黄金,A
sz000507,珠海港,A
sz000509,华塑控股,A
sz000510,新金路,A
sz000513,丽珠集团,A
sz000514,渝 开 发,A
sz000516,国际医学,A
sz000517,荣安地产,A
sz000518,四环生物,A
sz000519,中兵红箭,A
sz000520,凤凰航运,A
sz000521,长虹美菱,A
sz000523,红棉股份,A
sz000524,岭南控股,A
sz000525,红太阳,A
sz000526,学大教育,A
sz000528,柳 工,A
sz000529,广弘控股,A
sz000530,冰山冷热,A
sz000531,穗恒运Ａ,A
sz000532,华金资本,A
sz000533,顺钠股份,A
sz000534,万泽股份,A
sz000536,华映科技,A
sz000537,绿发电力,A
sz000538,云南白药,A
sz000539,粤电力Ａ,A
sz000541,佛山照明,A
sz000543,皖能电力,A
sz000544,中原环保,A
sz000545,金浦钛业,A
sz000546,金圆股份,A
sz000547,航天发展,A
sz000548,湖南投资,A
sz000550,江铃汽车,A
sz000551,创元科技,A
sz000552,甘肃能化,A
sz000553,安道麦A,A
sz000554,泰山石油,A
sz000555,神州信息,A
sz000557,西部创业,A
sz000558,天府文旅,A
sz000559,万向钱潮,A
sz000560,我爱我家,A
sz000561,烽火电子,A
sz000563,陕国投Ａ,A
sz000564,供销大集,A
sz000565,渝三峡Ａ,A
sz000566,海南海药,A
sz000567,海德股份,A
sz000568,泸州老窖,A
sz000570,苏常柴Ａ,A
sz000571,新大洲A,A
sz000572,海马汽车,A
sz000573,粤宏远Ａ,A
sz000576,甘化科工,A
sz000581,威孚高科,A
sz000582,北部湾港,A
sz000586,汇源通信,A
sz000589,贵州轮胎,A
sz000590,古汉医药,A
sz000591,太阳能,A
sz000592,平潭发展,A
sz000593,德龙汇能,A
sz000595,*ST宝实,A
sz000596,古井贡酒,A
sz000597,东北制药,A
sz000598,兴蓉环境,A
sz000599,青岛双星,A
sz000600,建投能源,A
sz000601,韶能股份,A
sz000603,盛达资源,A
sz000605,渤海股份,A
sz000607,华媒控股,A
sz000608,阳光股份,A
sz000609,*ST中迪,A
sz000610,*ST西旅,A
sz000612,焦作万方,A
sz000615,*ST美谷,A
sz000617,中油资本,A
sz000619,海螺新材,A
sz000620,盈新发展,A
sz000623,吉林敖东,A
sz000625,长安汽车,A
sz000626,远大控股,A
sz000628,高新发展,A
sz000629,钒钛股份,A
sz000630,铜陵有色,A
sz000631,顺发恒能,A
sz000632,ST三木,A
sz000633,合金投资,A
sz000635,英 力 特,A
sz000636,风华高科,A
sz000637,茂化实华,A
sz000639,ST西王,A
sz000650,仁和药业,A
sz000651,格力电器,A
sz000652,泰达股份,A
sz000655,金岭矿业,A
sz000656,*ST金科,A
sz000657,中钨高新,A
sz000659,珠海中富,A
sz000661,长春高新,A
sz000663,永安林业,A
sz000665,湖北广电,A
sz000668,荣丰控股,A
sz000669,ST金鸿,A
sz000670,盈方微,A
sz000672,上峰材料,A
sz000676,智度股份,A
sz000677,ST海龙,A
sz000678,襄阳轴承,A
sz000679,大连友谊,A
sz000680,山推股份,A
sz000681,视觉中国,A
sz000682,东方电子,A
sz000683,博源化工,A
sz000685,中山公用,A
sz000686,东北证券,A
sz000688,国城矿业,A
sz000690,宝新能源,A
sz000691,亚太实业,A
sz000692,惠天热电,A
sz000695,滨海能源,A
sz000697,炼石航空,A
sz000698,ST沈化,A
sz000700,模塑科技,A
sz000701,厦门信达,A
sz000702,正虹科技,A
sz000703,恒逸石化,A
sz000705,浙江震元,A
sz000707,双环科技,A
sz000708,中信特钢,A
sz000709,河钢股份,A
sz000710,贝瑞基因,A
sz000711,ST京蓝,A
sz000712,锦龙股份,A
sz000713,国投丰乐,A
sz000715,中兴商业,A
sz000716,黑芝麻,A
sz000717,中南股份,A
sz000718,苏宁环球,A
sz000719,中原传媒,A
sz000720,新能泰山,A
sz000721,西安饮食,A
sz000722,湖南发展,A
sz000723,美锦能源,A
sz000725,京东方Ａ,A
sz000726,鲁 泰Ａ,A
sz000727,冠捷科技,A
sz000728,国元证券,A
sz000729,燕京啤酒,A
sz000731,四川美丰,A
sz000733,振华科技,A
sz000735,罗 牛 山,A
sz000736,中交地产,A
sz000737,北方铜业,A
sz000738,航发控制,A
sz000739,普洛药业,A
sz000750,国海证券,A
sz000751,锌业股份,A
sz000752,*ST西发,A
sz000753,漳州发展,A
sz000755,山西高速,A
sz000756,新华制药,A
sz000757,浩物股份,A
sz000758,中色股份,A
sz000759,中百集团,A
sz000761,本钢板材,A
sz000762,西藏矿业,A
sz000766,通化金马,A
sz000767,晋控电力,A
sz000768,中航西飞,A
sz000776,广发证券,A
sz000777,中核科技,A
sz000778,新兴铸管,A
sz000779,甘咨询,A
sz000782,恒申新材,A
sz000783,长江证券,A
sz000785,居然智家,A
sz000786,北新建材,A
sz000788,北大医药,A
sz000789,万年青,A
sz000790,华神科技,A
sz000791,甘肃能源,A
sz000792,盐湖股份,A
sz000793,*ST华闻,A
sz000795,英洛华,A
sz000796,凯撒旅业,A
sz000797,中国武夷,A
sz000798,中水渔业,A
sz000799,酒鬼酒,A
sz000800,一汽解放,A
sz000801,四川九洲,A
sz000802,北京文化,A
sz000803,山高环能,A
sz000807,云铝股份,A
sz000809,和展能源,A
sz000810,创维数字,A
sz000811,冰轮环境,A
sz000812,陕西金叶,A
sz000813,德展健康,A
sz000815,美利云,A
sz000816,智慧农业,A
sz000818,航锦科技,A
sz000819,岳阳兴长,A
sz000820,*ST节能,A
sz000821,ST京机,A
sz000822,山东海化,A
sz000823,超声电子,A
sz000825,太钢不锈,A
sz000826,*ST启环,A
sz000828,东莞控股,A
sz000829,天音控股,A
sz000830,鲁西化工,A
sz000831,中国稀土,A
sz000833,粤桂股份,A
sz000837,秦川机床,A
sz000838,*ST发展,A
sz000839,国安股份,A
sz000848,承德露露,A
sz000850,华茂股份,A
sz000852,石化机械,A
sz000856,冀东装备,A
sz000858,五 粮 液,A
sz000859,国风新材,A
sz000860,顺鑫农业,A
sz000862,银星能源,A
sz000863,三湘印象,A
sz000868,安凯客车,A
sz000869,张 裕Ａ,A
sz000875,电投绿能,A
sz000876,新 希 望,A
sz000877,天山股份,A
sz000878,云南铜业,A
sz000880,潍柴重机,A
sz000881,中广核技,A
sz000882,华联股份,A
sz000883,湖北能源,A
sz000885,城发环境,A
sz000886,海南高速,A
sz000887,中鼎股份,A
sz000888,峨眉山Ａ,A
sz000889,中嘉博创,A
sz000890,法尔胜,A
sz000892,欢瑞世纪,A
sz000893,亚钾国际,A
sz000895,双汇发展,A
sz000897,津滨发展,A
sz000898,鞍钢股份,A
sz000899,赣能股份,A
sz000900,现代投资,A
sz000901,航天科技,A
sz000902,新洋丰,A
sz000903,ST云动,A
sz000905,厦门港务,A
sz000906,浙商中拓,A
sz000908,景峰医药,A
sz000909,*ST数源,A
sz000910,大亚圣象,A
sz000911,*ST广糖,A
sz000912,泸天化,A
sz000913,钱江摩托,A
sz000915,华特达因,A
sz000917,电广传媒,A
sz000919,金陵药业,A
sz000920,沃顿科技,A
sz000921,海信家电,A
sz000922,佳电股份,A
sz000923,河钢资源,A
sz000925,众合科技,A
sz000926,福星股份,A
sz000927,中国铁物,A
sz000928,中钢国际,A
sz000929,*ST兰黄,A
sz000930,中粮科技,A
sz000931,中 关 村,A
sz000932,华菱钢铁,A
sz000933,神火股份,A
sz000935,四川双马,A
sz000936,华西股份,A
sz000937,冀中能源,A
sz000938,紫光股份,A
sz000948,南天信息,A
sz000949,新乡化纤,A
sz000950,重药控股,A
sz000951,中国重汽,A
sz000952,广济药业,A
sz000953,中哲精化,A
sz000955,欣龙控股,A
sz000957,中通客车,A
sz000958,电投产融,A
sz000959,首钢股份,A
sz000960,锡业股份,A
sz000962,东方钽业,A
sz000963,华东医药,A
sz000965,天保基建,A
sz000966,长源电力,A
sz000967,盈峰环境,A
sz000968,蓝焰控股,A
sz000969,安泰科技,A
sz000970,中科三环,A
sz000972,*ST中基,A
sz000973,佛塑科技,A
sz000975,山金国际,A
sz000977,浪潮信息,A
sz000978,桂林旅游,A
sz000980,众泰汽车,A
sz000981,山子高科,A
sz000983,山西焦煤,A
sz000985,大庆华科,A
sz000987,越秀资本,A
sz000988,华工科技,A
sz000989,九芝堂,A
sz000990,诚志股份,A
sz000993,闽东电力,A
sz000995,皇台酒业,A
sz000997,新 大 陆,A
sz000998,隆平高科,A
sz000999,华润三九,A
sz001201,东瑞股份,A
sz001202,炬申股份,A
sz001203,大中矿业,A
sz001205,盛航股份,A
sz001206,依依股份,A
sz001207,联科科技,A
sz001208,华菱线缆,A
sz001209,洪兴股份,A
sz001210,金房能源,A
sz001211,双枪科技,A
sz001212,中旗新材,A
sz001213,中铁特货,A
sz001215,千味央厨,A
sz001216,华瓷股份,A
sz001217,华尔泰,A
sz001218,丽臣实业,A
sz001219,青岛食品,A
sz001220,世盟股份,A
sz001221,悍高集团,A
sz001222,源飞宠物,A
sz001223,欧克科技,A
sz001225,和泰机电,A
sz001226,拓山重工,A
sz001227,兰州银行,A
sz001228,永泰运,A
sz001229,魅视科技,A
sz001230,劲旅环境,A
sz001231,农心科技,A
sz001233,海安集团,A
sz001234,泰慕士,A
sz001236,弘业期货,A
sz001237,惠康科技,A
sz001238,浙江正特,A
sz001239,永达股份,A
sz001255,博菲电气,A
sz001256,炜冈科技,A
sz001257,盛龙股份,A
sz001258,立新能源,A
sz001259,利仁科技,A
sz001260,坤泰股份,A
sz001266,宏英智能,A
sz001267,汇绿生态,A
sz001268,联合精密,A
sz001269,欧晶科技,A
sz001270,铖昌科技,A
sz001277,速达股份,A
sz001278,一彬科技,A
sz001279,强邦新材,A
sz001280,中国铀业,A
sz001282,三联锻造,A
sz001283,豪鹏科技,A
sz001285,瑞立科密,A
sz001286,陕西能源,A
sz001287,中电港,A
sz001288,运机集团,A
sz001289,龙源电力,A
sz001296,长江材料,A
sz001298,好上好,A
sz001299,美能能源,A
sz001300,三柏硕,A
sz001301,尚太科技,A
sz001306,夏厦精密,A
sz001308,康冠科技,A
sz001309,德明利,A
sz001311,多利科技,A
sz001312,福恩股份,A
sz001313,粤海饲料,A
sz001314,亿道信息,A
sz001316,润贝航科,A
sz001317,三羊马,A
sz001318,阳光乳业,A
